"subtype","mean_nec","median_nec","q25_nec","q75_nec","se_nec","freq_nec","mean_no","median_no","q25_no","q75_no","se_no","freq_no","pval","mean","max","prevalence"
"subtype_beta_lactam__TEM-71",7.55437776724697e-05,0,0,0,3.72717993169189e-05,6,5.23980367499364e-05,0,0,0,2.87671929179218e-05,10,0.748754669630999,6.21523132815754e-05,0.0039142114967112,0.0571428571428571
"subtype_beta_lactam__TEM-72",6.07659061108571e-06,0,0,0,4.8878922087419e-06,2,1.85243155802503e-06,0,0,0,9.86925587833639e-07,4,0.791797483700757,3.63261287324346e-06,0.000554900531641486,0.0214285714285714
"subtype_beta_lactam__TEM-79",4.2202343779774e-06,0,0,0,4.2202343779774e-06,1,1.12030796913615e-05,0,0,0,3.70645341501352e-06,14,0.0539599786201674,8.26030916643536e-06,0.000497987656601333,0.0535714285714286
"subtype_beta_lactam__TEM-86",3.01445312712671e-06,0,0,0,3.01445312712671e-06,1,2.74481971227064e-06,0,0,0,1.10502302189051e-06,8,0.203608780918571,2.85845093710284e-06,0.000355705469000952,0.0321428571428571
"subtype_beta_lactam__TEM-90",1.63995720538705e-05,0,0,0,1.01477155212371e-05,5,1.23128347135921e-05,0,0,0,4.26480535206848e-06,11,0.855597156343587,1.40351025927094e-05,0.00112402928204301,0.0571428571428571
"subtype_beta_lactam__TEM-93",1.47747424349461e-06,0,0,0,1.067100797252e-06,2,3.12198417539816e-06,0,0,0,1.71460300644387e-06,4,0.66491658998175,2.42894070409595e-06,0.000196142720800797,0.0214285714285714
"subtype_beta_lactam__Yrc-1",0.00167864875189041,0,0,0,0.000621478309423488,10,0.000208472130584797,0,0,0,0.00014060140053354,13,0.39995336785754,0.000828046563849305,0.0373296564766747,0.0821428571428571
"subtype_beta_lactam__blaC",0,0,0,0,0,0,2.25587397551083e-06,0,0,0,2.25587397551083e-06,1,0.592980098017424,1.30518422868841e-06,0.000365451584032755,0.00357142857142857
"subtype_chloramphenicol__Enterococcus faecalis chloramphenicol acetyltransferase",0.000211056319708466,0,0,0,0.000154290684210703,3,0.0108384424388283,0,0,0,0.00552824417563503,14,0.203343441582584,0.00635975828862779,0.614852930889292,0.0607142857142857
"subtype_chloramphenicol__Enterococcus faecium chloramphenicol acetyltransferase",1.09924744091998e-06,0,0,0,1.09924744091998e-06,1,6.99791975975809e-07,0,0,0,6.16884112343546e-07,2,0.794341796166147,8.68133921916568e-07,0.000129711198028558,0.0107142857142857
"subtype_chloramphenicol__Salmonella enterica cmlA",0,0,0,0,0,0,9.18778177122741e-06,0,0,0,9.18778177122741e-06,1,0.592980098017424,5.31578802478157e-06,0.00148842064693884,0.00357142857142857
"subtype_chloramphenicol__Staphylococcus intermedius chloramphenicol acetyltransferase",8.13874819222064e-05,0,0,0,6.0200040461197e-05,2,0.00338917543364069,0,0,0,0.00173034952306609,14,0.0956264375260245,0.00199517908255933,0.194411952378958,0.0571428571428571
"subtype_chloramphenicol__catB9",1.72462094459055e-05,0,0,0,1.15233510254616e-05,4,8.10991407825573e-05,0,0,0,6.71258963979949e-05,5,0.78028639136501,5.41896911478255e-05,0.0108104199881456,0.0321428571428571
"subtype_chloramphenicol__catQ",0,0,0,0,0,0,5.16874477464929e-07,0,0,0,5.16874477464929e-07,1,0.396817592214783,2.99048804818995e-07,8.37336653493185e-05,0.00357142857142857
"subtype_florfenicol__pp-flo",0,0,0,0,0,0,0.00011834918231077,0,0,0,0.000115321863727256,2,0.363419351939321,6.84734554798029e-05,0.018678680376359,0.00714285714285714
"subtype_fosfomycin__FosB",0.00711912004178299,0,0,0.00118483405338221,0.00218381734485319,51,0.010266281287492,0.00012918485873178,0,0.00214388512212641,0.00484057953212811,84,0.496774682429667,0.0089399776196575,0.732111590340936,0.482142857142857
"subtype_fosfomycin__FosD",1.62942983088467e-06,0,0,0,1.06430990631227e-06,3,1.39195086044781e-05,0,0,0,6.25892052365404e-06,8,0.775982476426676,8.74011826417804e-06,0.000732774440736145,0.0392857142857143
"subtype_fusidic_acid__fusC",0.000130147649165471,0,0,0,0.000105560887646781,5,4.52118322277312e-05,0,0,0,3.00544461907653e-05,4,0.139211441435116,8.10062122229215e-05,0.0122665930536518,0.0321428571428571
"subtype_macrolide-lincosamide-streptogramin__erm(Q)",0.000775903032667285,0,0,0,0.000443664791460775,6,0.00772139480876824,0,0,0,0.00472644759613621,19,0.00571284628196578,0.00479436613169712,0.717633394874954,0.0892857142857143
"subtype_multidrug__Escherichia coli emrE",0.179959979398843,0,0,0.135962682858833,0.0391223763817186,50,0.0912295790118268,5.61229808497375e-05,0,0.0468757985546853,0.015445966757502,84,0.170544989620892,0.128623104889212,3.23505306388548,0.478571428571429
"subtype_multidrug__blt",0.000192658821569673,0,0,0,0.00011328392818425,4,8.56154859892006e-06,0,0,0,6.8981553874921e-06,3,0.645218202292315,8.61453993508801e-05,0.00974167508766564,0.025
"subtype_multidrug__efpA",0,0,0,0,0,0,2.19556334370517e-05,0,0,0,1.56930535839941e-05,2,0.435868900120589,1.27029022028656e-05,0.00207496876165863,0.00714285714285714
"subtype_multidrug__oprA",6.0576317348047e-05,0,0,0,2.45017571519126e-05,9,4.13510038895826e-05,0,0,0,2.41937229106088e-05,9,0.935513997976916,4.94531002756497e-05,0.00343769524996573,0.0642857142857143
"subtype_multidrug__qacG",0.000450664039799863,0,0,0,0.00022314889565591,12,0.000317738606933375,0,0,0,0.000170261721264221,22,0.73866548705282,0.000373757182212824,0.0265405766227828,0.121428571428571
"subtype_multidrug__tap",0,0,0,0,0,0,5.3218985496325e-06,0,0,0,5.3218985496325e-06,1,0.592980098017424,3.07909844657309e-06,0.000862147565040465,0.00357142857142857
"subtype_pleuromutilin_tiamulin__tva(A)",0,0,0,0,0,0,1.84138830017291e-05,0,0,0,9.31225413611882e-06,6,0.0590602190398362,1.06537465938575e-05,0.00119312548589324,0.0214285714285714
"subtype_polymyxin__mcr-4.5",2.73628792280926e-06,0,0,0,1.22591171414571e-06,7,1.13727205811951e-05,0,0,0,5.5581087021763e-06,8,0.714638832715808,7.73308110373251e-06,0.000671844131939476,0.0535714285714286
"subtype_puromycin__puromycin resistance protein",0,0,0,0,0,0,0.000660255788266327,0,0,0,0.000660255788266327,1,0.592980098017424,0.000382005134639804,0.106961437699145,0.00357142857142857
"subtype_quinolone__lfrA",0,0,0,0,0,0,4.01855779780945e-07,0,0,0,4.01855779780945e-07,1,0.396817592214783,2.32502272587547e-07,6.51006363245131e-05,0.00357142857142857
"subtype_rifamycin__rphA",0.000173340708029774,3.25769968144556e-05,0,0.000130976085444753,4.12545226943965e-05,70,0.000105890311016331,1.94629440890363e-05,0,7.54026834385362e-05,2.79259833719081e-05,87,0.44895616290477,0.000134315835471996,0.00302154733550824,0.560714285714286
"subtype_sulfonamide__sul4",1.32505480098139e-05,0,0,0,4.09501765705376e-06,14,2.74312054534357e-06,0,0,0,1.46187287210028e-06,5,0.00308302744497298,7.17125069108463e-06,0.000254661897134104,0.0678571428571429
"subtype_tetracycline__tet(T)",0,0,0,0,0,0,4.24917115171399e-06,0,0,0,2.34198733653561e-06,6,0.0584534847155205,2.45844902349167e-06,0.000309897321978548,0.0214285714285714
"subtype_trimethoprim__dfrF",0.000426572458316041,0,0,0,0.000260005169224936,5,0.000447623904954057,0,0,0,0.000224771534169901,11,0.967708092901295,0.000438752223870893,0.0263785572540234,0.0571428571428571
"subtype_aminoglycoside__AAC(3)-IId",0.0349498588310984,0,0,0,0.0201769978345175,5,0.0049497962034296,0,0,0,0.00486681810308419,15,0.118452747355419,0.0175926797393757,1.53096796182457,0.0714285714285714
"subtype_aminoglycoside__ANT(9)-Ia",2.98056655448728e-05,0,0,0,2.12952812406893e-05,5,0.00820825665471353,0,0,0,0.00738240184176436,21,0.0295917773511569,0.0047616237378496,1.19178121349358,0.0928571428571429
"subtype_aminoglycoside__APH(3')-IIa",8.61081292037873e-07,0,0,0,8.61081292037873e-07,1,0.00021843403324632,0,0,0,0.000112605238467062,9,0.0457578745769853,0.000126742574922729,0.0119171364752714,0.0357142857142857
"subtype_aminoglycoside__APH(3')-VIa",0,0,0,0,0,0,5.31330716706566e-05,0,0,0,3.09160706170321e-05,5,0.130351242897888,3.07412771808799e-05,0.00383971493337937,0.0178571428571429
"subtype_aminoglycoside__aadA8b",0.000363327966623585,0,0,0,0.000358704456673378,2,0.000203887317753441,0,0,0,0.000168635189852219,5,0.780874631828927,0.00027108016263443,0.0423282779319041,0.025
"subtype_beta_lactam__ACT-14",0.00039221351767907,0,0,5.38139648621025e-05,0.000112900017133039,31,9.48685603843565e-05,0,0,0,5.1626828967984e-05,9,1.20698333196769e-06,0.000220178220958557,0.010400544948996,0.142857142857143
"subtype_beta_lactam__ACT-15",0.0083369622605558,0,0,0.00217539885703348,0.00194909160431946,51,0.000283049938897875,0,0,0,0.000180042075303327,28,2.59229763315008e-06,0.00367719870302514,0.100897201000695,0.282142857142857
"subtype_beta_lactam__ACT-16",0.00793993429321285,0,0,0.00582493887012046,0.00157450686723447,58,0.000690578006777985,0,0,0,0.000361172894320052,35,4.84144741920138e-06,0.00374566387034696,0.085615242605653,0.332142857142857
"subtype_beta_lactam__ACT-17",0.0472889439305795,0.00015074852785769,0,0.0191060329399862,0.00990539805601859,63,0.00145718918372353,0,0,7.38874401606692e-05,0.000781519485773963,45,2.23342504126531e-06,0.0207720001127557,0.476552256139695,0.385714285714286
"subtype_beta_lactam__ACT-18",0.00160303778259102,0,0,9.13615987703761e-05,0.000885825078029738,37,0.000505835075537751,0,0,0,0.000350604618097296,12,8.56728920933561e-07,0.000968227644938772,0.0798166159495206,0.175
"subtype_beta_lactam__ACT-19",5.53558643627216e-05,0,0,0,1.5017934099418e-05,25,1.5616320830988e-05,0,0,0,9.13522831184926e-06,8,0.000278335831999107,3.236369989079e-05,0.00126158904991532,0.117857142857143
"subtype_beta_lactam__ACT-20",0.00256006484218025,0,0,0.000973076178311044,0.000536073457707555,48,0.000270906531714245,0,0,0,0.000144168713465316,15,5.94051894412575e-08,0.00123562324826778,0.0277124471613393,0.225
"subtype_beta_lactam__ACT-21",0.000937574687127462,0,0,0.000124634636377738,0.000491822000650699,36,0.000159733257838515,0,0,0,9.59903459597878e-05,8,1.0222620555604e-08,0.000487537860181714,0.0557481590867315,0.157142857142857
"subtype_beta_lactam__ACT-23",0.0024608942272081,0,0,0.000279895212366884,0.00117966410733516,41,0.000749034924094063,0,0,0,0.000362712852007616,22,8.45463071116181e-05,0.00147046134469212,0.128226956700047,0.225
"subtype_beta_lactam__ACT-24",0.000165246549729126,0,0,0,7.81060384019792e-05,22,4.64557738561746e-05,0,0,0,2.38904230857939e-05,8,0.000291550980358299,9.65176008312043e-05,0.00805835873528361,0.107142857142857
"subtype_beta_lactam__ACT-25",0.000863860211970398,0,0,0.000668653688508559,0.000205299585121729,37,0.000242751633111039,0,0,0,0.000227832088125411,16,3.35418189664155e-05,0.000504504534201769,0.03690979672229,0.189285714285714
"subtype_beta_lactam__ACT-27",0.000876094192465167,0,0,0.000472989331831254,0.000183072953354205,49,0.000103985649475659,0,0,0,4.34982002747685e-05,16,1.3503536896165e-08,0.000429374249735523,0.0119465254233921,0.232142857142857
"subtype_beta_lactam__ACT-28",0.00223934476028532,0,0,0.000574235481968939,0.000648835362276908,49,0.000719288286268449,0,0,0,0.000378835796887211,29,0.00104142608630792,0.00135988351460413,0.0593923397280393,0.278571428571429
"subtype_beta_lactam__ACT-29",0.00486958821692201,0.000434332800718181,0,0.0041063625782377,0.00135393369826164,66,0.00238427450947366,0,0,0,0.000997860544822715,39,5.69880598006801e-06,0.00343165671475547,0.122335484592206,0.375
"subtype_beta_lactam__ACT-30",0.0171382395393545,0.000127259093265004,0,0.00620350013218052,0.00439060738298673,63,0.0014953119866398,0,0,0,0.000859121071373585,39,2.35067834642667e-06,0.008087688598141,0.260574388294889,0.364285714285714
"subtype_beta_lactam__ACT-31",0.000723030081449032,0,0,0.000414356184989872,0.000213587517193644,37,0.000127669903866218,0,0,0,7.28433965123628e-05,10,4.44538699289856e-08,0.000378571692990404,0.020255955514918,0.167857142857143
"subtype_beta_lactam__ACT-35",0.000316038682302885,0,0,0,7.35791873141214e-05,29,4.5383480931137e-06,0,0,0,3.27572727531018e-06,3,5.18710852568194e-09,0.00013581348893866,0.00475522026506544,0.114285714285714
"subtype_beta_lactam__ACT-36",0.000172176976902074,0,0,0,8.77623034317156e-05,22,4.23596774463848e-05,0,0,0,2.61353164029538e-05,6,1.79708712382725e-05,9.70683965027108e-05,0.00787071068470906,0.1
"subtype_beta_lactam__ACT-37",0.000245994988965931,0,0,0.000196856282152952,7.03594028372364e-05,45,7.87565251292461e-05,0,0,0,5.34334923989869e-05,17,7.46860329022819e-07,0.000149235592031849,0.00831957519761383,0.221428571428571
"subtype_beta_lactam__ACT-5",0.00138490878755947,0,0,0.000458088460514322,0.000353767734261871,38,0.000309446764495737,0,0,0,0.000213968944233492,11,3.94912856005064e-08,0.000762677188501166,0.0338436578029199,0.175
"subtype_beta_lactam__ACT-6",0.000417451074117212,0,0,0.000289173174453163,0.000110444587529469,43,0.000226552056599037,0,0,0,8.97681052406332e-05,17,1.59302523092806e-05,0.00030700235683884,0.00920623443259081,0.214285714285714
"subtype_beta_lactam__ACT-7",0.00315792390226173,0,0,0.000570699894441915,0.000743077816258837,41,0.000137332146095744,0,0,0,6.88706752042313e-05,17,3.47838676010584e-06,0.0014102958147657,0.0538467678025652,0.207142857142857
"subtype_beta_lactam__ADC-2",0,0,0,0,0,0,6.60341009258519e-06,0,0,0,6.60341009258519e-06,1,0.396817592214783,3.82054441071e-06,0.0010697524349988,0.00357142857142857
"subtype_beta_lactam__ADC-22",2.91678319916939e-06,0,0,0,2.37605562216773e-06,2,4.31948150199026e-06,0,0,0,3.82901151185575e-06,3,0.943185697175413,3.72834436008718e-06,0.000617190716600449,0.0178571428571429
"subtype_beta_lactam__ADC-3",5.19323781909826e-07,0,0,0,5.19323781909826e-07,1,1.02230501242313e-05,0,0,0,6.9964140661982e-06,5,0.320491773834335,6.13362259425299e-06,0.00107446157140969,0.0214285714285714
"subtype_beta_lactam__ADC-5",2.90719739320873e-06,0,0,0,2.14617642741717e-06,2,8.13505952279216e-07,0,0,0,8.13505952279216e-07,1,0.293226039335335,1.69584734524237e-06,0.000225131319736499,0.0107142857142857
"subtype_beta_lactam__ADC-6",2.26680264911783e-06,0,0,0,1.61000700408435e-06,2,6.34398442002416e-06,0,0,0,4.50894171008804e-06,2,0.645432185978068,4.62574353085649e-06,0.000579709498993134,0.0142857142857143
"subtype_beta_lactam__ADC-68",2.92090222274068e-05,0,0,0,1.88183246397972e-05,3,3.58628509938751e-05,0,0,0,2.66651678118474e-05,3,0.477598866488724,3.3058737442292e-05,0.00404797150158999,0.0214285714285714
"subtype_beta_lactam__ADC-76",2.59661890954913e-07,0,0,0,2.59661890954913e-07,1,7.22914150046446e-06,0,0,0,5.39057901662436e-06,2,0.869334140719691,4.2920036650283e-06,0.000786313755640145,0.0107142857142857
"subtype_beta_lactam__ADC-79",2.59661890954913e-07,0,0,0,2.59661890954913e-07,1,5.52106495913315e-06,0,0,0,4.361434829096e-06,2,0.869334140719691,3.30375938040089e-06,0.00067202396557617,0.0107142857142857
"subtype_beta_lactam__ADC-82",0,0,0,0,0,0,1.38276536126784e-06,0,0,0,1.38276536126784e-06,1,0.396817592214783,8.00028530447821e-07,0.00022400798852539,0.00357142857142857
"subtype_beta_lactam__Acinetobacter baumannii AmpC beta-lactamase",0,0,0,0,0,0,1.37276887532963e-06,0,0,0,1.37276887532963e-06,1,0.519395079249406,7.94244849297857e-07,0.0002223885578034,0.00357142857142857
"subtype_beta_lactam__BcI",1.99697523146159e-06,0,0,0,1.99697523146159e-06,1,5.29531227603262e-07,0,0,0,5.29531227603262e-07,1,0.500555874738009,1.1479540578007e-06,0.000235643077312468,0.00714285714285714
"subtype_beta_lactam__BcIII",0,0,0,0,0,0,1.53417964374547e-05,0,0,0,1.53417964374547e-05,1,0.592980098017424,8.87632508167022e-06,0.00248537102286766,0.00357142857142857
"subtype_beta_lactam__CARB-18",0,0,0,0,0,0,1.71307691669106e-05,0,0,0,1.71307691669106e-05,1,0.592980098017424,9.91137358942682e-06,0.00277518460503951,0.00357142857142857
"subtype_beta_lactam__CMH-1",0.000256267233898442,0,0,0.000204436106727025,5.71725502860259e-05,42,0.000128980387172989,0,0,0,6.250042255961e-05,18,8.07394482649025e-05,0.000182622701150144,0.00879625520498488,0.214285714285714
"subtype_beta_lactam__CMY-49",2.64603781024498e-05,0,0,0,9.14705938109489e-06,14,8.75706889968981e-05,0,0,0,4.20169454852331e-05,10,0.577644848894523,6.18170579770949e-05,0.00512452721918441,0.0857142857142857
"subtype_beta_lactam__GOB-7",0,0,0,0,0,0,5.38768099000133e-05,0,0,0,5.38768099000133e-05,1,0.592980098017425,3.1171582870722e-05,0.00872804320380216,0.00357142857142857
"subtype_beta_lactam__L1 beta-lactamase",8.12706597016132e-06,0,0,0,4.96299294649097e-06,4,0.00700638316374629,0,0,0,0.00490426423719376,10,0.169342643188788,0.00405711809396921,0.604604905275935,0.05
"subtype_beta_lactam__LEN-26",8.31321259536113e-06,0,0,0,3.63049526221414e-06,7,4.17018063808939e-06,0,0,0,2.70165039409405e-06,3,0.0650650081000131,5.91617267722534e-06,0.000342042049993353,0.0357142857142857
"subtype_beta_lactam__MIR-13",0.000464349183877181,0,0,0,0.000184475165201884,22,0.000284460500418004,0,0,0,0.000127289667887218,15,0.323282679691903,0.000360270731304371,0.0144170717832613,0.132142857142857
"subtype_beta_lactam__MIR-2",0.000986967067371911,0,0,0.000124882565438528,0.000322870477321593,40,0.000202941595830744,0,0,0,9.17889298475591e-05,16,0.000569320006772851,0.00053335233026595,0.0280008276368508,0.2
"subtype_beta_lactam__MIR-23",0.00356833346609405,0,0,0.000320727178230668,0.00119269442533515,47,0.00409498959748468,0,0,0,0.00228249209950817,28,0.00198039512770348,0.00387304165639863,0.330987765588615,0.267857142857143
"subtype_beta_lactam__OXA-200",0,0,0,0,0,0,8.25654564752087e-07,0,0,0,8.25654564752087e-07,1,0.592980098017424,4.77700141035136e-07,0.000133756039489838,0.00357142857142857
"subtype_beta_lactam__OXA-208",0,0,0,0,0,0,1.9722893392134e-06,0,0,0,1.9722893392134e-06,1,0.396817592214783,1.1411102605449e-06,0.000319510872952571,0.00357142857142857
"subtype_beta_lactam__OXA-211",9.51863193914441e-06,0,0,0,9.51863193914441e-06,1,2.20590646463445e-06,0,0,0,2.20590646463445e-06,1,0.659211247085438,5.2876979146065e-06,0.00112319856881904,0.00714285714285714
"subtype_beta_lactam__OXA-262",0,0,0,0,0,0,3.90513289164254e-06,0,0,0,3.90513289164254e-06,1,0.396817592214783,2.2593983158789e-06,0.000632631528446091,0.00357142857142857
"subtype_beta_lactam__OXA-270",8.65523584253246e-07,0,0,0,8.65523584253246e-07,1,2.05844067957115e-05,0,0,0,1.97272441124717e-05,2,0.98929627046132,1.22743060137398e-05,0.00319357364567057,0.0107142857142857
"subtype_beta_lactam__OXA-281",1.94668458422882e-05,0,0,0,1.94668458422882e-05,1,7.50308321304235e-07,0,0,0,7.50308321304235e-07,1,0.659211247085438,8.63799199086177e-06,0.00229708780939001,0.00714285714285714
"subtype_beta_lactam__OXA-305",0,0,0,0,0,0,1.41040423108647e-06,0,0,0,1.01990156390879e-06,2,0.358953817839163,8.16019590842889e-07,0.000140222772587072,0.00714285714285714
"subtype_beta_lactam__OXA-332",0,0,0,0,0,0,9.73769254076889e-07,0,0,0,9.73769254076889e-07,1,0.519395079249406,5.633950684302e-07,0.000157750619160456,0.00357142857142857
"subtype_beta_lactam__OXA-333",9.73940019964706e-06,0,0,0,7.10054853507351e-06,2,0,0,0,0,0,0,0.0540842769315737,4.1044615127084e-06,0.000727716268989686,0.00714285714285714
"subtype_beta_lactam__OXA-34",8.71937197480809e-06,0,0,0,7.58806675920293e-06,2,2.30567072842547e-05,0,0,0,1.16482165927511e-05,7,0.293654098942453,1.70145445467022e-05,0.00160612820973162,0.0321428571428571
"subtype_beta_lactam__OXA-350",0,0,0,0,0,0,2.14229235896916e-06,0,0,0,2.14229235896916e-06,1,0.519395079249406,1.23946915054644e-06,0.000347051362153004,0.00357142857142857
"subtype_beta_lactam__OXA-358",0,0,0,0,0,0,3.2615766904789e-07,0,0,0,3.2615766904789e-07,1,0.519395079249407,1.88705508520565e-07,5.28375423857581e-05,0.00357142857142857
"subtype_beta_lactam__OXA-373",4.62214590191116e-05,0,0,0,4.03682071187068e-05,2,4.26175126500805e-06,0,0,0,4.26175126500805e-06,1,0.246046567829426,2.19447709613803e-05,0.00471156454283712,0.0107142857142857
"subtype_beta_lactam__OXA-401",0,0,0,0,0,0,1.93284355242914e-06,0,0,0,1.93284355242914e-06,1,0.396817592214783,1.118288055334e-06,0.00031312065549352,0.00357142857142857
"subtype_beta_lactam__OXA-413",0,0,0,0,0,0,4.15097122703408e-06,0,0,0,2.93303874356607e-06,2,0.261336500058279,2.401633352784e-06,0.000359336683286001,0.00714285714285714
"subtype_beta_lactam__OXA-429",0,0,0,0,0,0,1.93284355242914e-06,0,0,0,1.93284355242914e-06,1,0.396817592214783,1.118288055334e-06,0.00031312065549352,0.00357142857142857
"subtype_beta_lactam__OXA-486",7.07316308835388e-05,0,0,0,4.99798937956981e-05,2,0.000366769398542713,0,0,0,0.000273228431591836,9,0.0638186952022612,0.000242010625029204,0.0432469979251855,0.0392857142857143
"subtype_beta_lactam__OXA-98",0,0,0,0,0,0,1.93284355242914e-06,0,0,0,1.93284355242914e-06,1,0.396817592214783,1.118288055334e-06,0.00031312065549352,0.00357142857142857
"subtype_beta_lactam__OXY-1-1",0.000200249401439262,0,0,0,9.60982588795053e-05,15,0.00520278046082048,0,0,0,0.00150409642592333,34,0.0453026544296276,0.0030945709429384,0.11945566847895,0.175
"subtype_beta_lactam__OXY-1-2",5.30787875278533e-05,0,0,0,3.1795146862763e-05,9,0.000764028440416322,0,0,0,0.000251598334676323,28,0.0022227035280602,0.000464413943841896,0.0299284375526553,0.132142857142857
"subtype_beta_lactam__OXY-1-3",6.31444511099239e-05,0,0,0,3.3480818132054e-05,9,0.0014346464962914,0,0,0,0.000418961700818377,31,0.00428905339757657,0.000856656348679208,0.0337955994518167,0.142857142857143
"subtype_beta_lactam__OXY-1-6",0.000190042502757117,0,0,0,8.69524968091098e-05,19,0.00416651695678919,0,0,0,0.00123802594114252,34,0.0526674555585718,0.00249071700830425,0.0852051288679323,0.189285714285714
"subtype_beta_lactam__OXY-4-1",1.0623194470844e-05,0,0,0,5.75114276083002e-06,5,0.000393681266880749,0,0,0,0.000120406018455225,27,0.000179991136398217,0.000232249650650861,0.0111592344349516,0.114285714285714
"subtype_beta_lactam__OXY-5-1",4.16749446456458e-05,0,0,0,1.70908620717202e-05,10,0.00125150003136532,0,0,0,0.000680106548925572,28,0.00190931928599292,0.000741645173390603,0.106939355784043,0.135714285714286
"subtype_beta_lactam__OXY-5-2",2.1258884932229e-05,0,0,0,7.48756784573204e-06,10,0.000753787128226414,0,0,0,0.000311570390538125,30,0.000470853482159583,0.000445078797123864,0.0431814655465513,0.142857142857143
"subtype_beta_lactam__OXY-6-1",0.000132313529692867,0,0,0,5.38066085679953e-05,16,0.00233180142755354,0,0,0,0.000700939645522997,34,0.0248945352470764,0.00140487438488368,0.0582357757708496,0.178571428571429
"subtype_beta_lactam__OXY-6-3",5.79949135865622e-05,0,0,0,2.78749685054727e-05,9,0.00146046682357575,0,0,0,0.000475352833219056,31,0.00107127359698933,0.000869425090080308,0.0469833220695855,0.142857142857143
"subtype_beta_lactam__OXY-6-4",0.00015579760613814,0,0,0,6.64567644174487e-05,17,0.00492194387315938,0,0,0,0.00163074139415054,35,0.08087397790197,0.002913353660629,0.154508307345418,0.185714285714286
"subtype_beta_lactam__Other class C beta-lactamase",0.00399490994497937,0,0,0.00282510047011614,0.000810282452533703,44,0.00491309569476126,0,0,0.00208368536932375,0.000882435020555785,62,0.671443848996943,0.0045261459859246,0.0607824095512622,0.378571428571429
"subtype_beta_lactam__SHV-33",1.3396105920312e-06,0,0,0,1.06753804330471e-06,2,6.09222772879392e-07,0,0,0,6.09222772879392e-07,1,0.118397454223753,9.17029068093369e-07,0.000120581519250385,0.0107142857142857
"subtype_beta_lactam__SHV-97",5.2658477249802e-06,0,0,0,4.75581152745314e-06,2,1.74469408852006e-06,0,0,0,1.28501063776822e-06,2,0.733331684276156,3.22860883531398e-06,0.000558154453990136,0.0142857142857143
"subtype_beta_lactam__TEM-68",1.44320447514578e-06,0,0,0,1.44320447514578e-06,1,1.71744657049206e-06,0,0,0,1.21067932663971e-06,2,0.526485633278435,1.6018731160247e-06,0.000170298128067202,0.0107142857142857
"subtype_beta_lactam__TER-1",0,0,0,0,0,0,3.6524359278498e-07,0,0,0,3.6524359278498e-07,1,0.519395079249407,2.11319507254167e-07,5.91694620311667e-05,0.00357142857142857
"subtype_beta_lactam__VIM-1",0.00148691216957714,0,0,0,0.000678272861312079,12,0.00187575953133892,0,0,0,0.000569730061553796,23,0.734273319204931,0.00171188814316789,0.0505547616969648,0.125
"subtype_fosfomycin__FosB4",0.000334777034126401,0,0,0,0.000135591539193142,16,0.000285356461900573,0,0,0,7.61182099365936e-05,33,0.670903679468802,0.000306183703052886,0.0119370400619803,0.175
"subtype_fosfomycin__FosB5",0.00365459069225383,0,0,0.000275624795873885,0.00181535170754667,37,0.00126486944392003,0,0,0.00049573076360775,0.000283484947270528,61,0.474416221070744,0.00227196625571785,0.197271786684069,0.35
"subtype_macrolide-lincosamide-streptogramin__LpeB",1.3306051399504e-06,0,0,0,8.17729248135171e-07,5,1.09585722447627e-06,0,0,0,4.09975505514578e-07,10,0.632902988477547,1.19478670314037e-06,8.90082898308022e-05,0.0535714285714286
"subtype_macrolide-lincosamide-streptogramin__erm(31)",0,0,0,0,0,0,1.26443609148191e-05,0,0,0,9.12814446619124e-06,2,0.138255955111932,7.31566595785962e-06,0.00124912435720768,0.00714285714285714
"subtype_macrolide-lincosamide-streptogramin__erm(33)",0.00500647129821794,0,0,0.000350879804002642,0.00211046744223732,43,0.00488976781679856,0,0,0.000571272621259519,0.00151774649118076,62,0.883946535535599,0.00493894999825387,0.18080834885317,0.375
"subtype_macrolide-lincosamide-streptogramin__erm(A)",0.00442710455271404,0,0,0.000156408248381212,0.00127706616409879,31,0.013921571372717,0,0,0.000174033685352791,0.00731993100292649,48,0.730159982412164,0.00992033178428718,1.11445924910326,0.282142857142857
"subtype_macrolide-lincosamide-streptogramin__erm(D)",0,0,0,0,0,0,8.61056064636344e-07,0,0,0,7.59042435961826e-07,2,0.358953817839163,4.98182437396742e-07,0.000121794813237251,0.00714285714285714
"subtype_macrolide-lincosamide-streptogramin__lnu(B)",0,0,0,0,0,0,0.000100893459518195,0,0,0,5.52166407696483e-05,5,0.0779750309403753,5.83740730069558e-05,0.00645690632933256,0.0178571428571429
"subtype_macrolide-lincosamide-streptogramin__lnu(H)",0,0,0,0,0,0,0.000167160844006765,0,0,0,0.000159595424772424,2,0.435868900120589,9.67144883181996e-05,0.0258320740872195,0.00714285714285714
"subtype_macrolide-lincosamide-streptogramin__lnu(P)",0.00175433203761751,0,0,0,0.00109583910781899,3,5.06512442878116e-05,0,0,0,4.69640780995165e-05,3,0.469850281310858,0.00076863100719104,0.110504864915371,0.0214285714285714
"subtype_macrolide-lincosamide-streptogramin__lsa(E)",0,0,0,0,0,0,8.96027198384485e-05,0,0,0,5.5132173266639e-05,5,0.179932793595644,5.18415736208166e-05,0.0082003111067741,0.0178571428571429
