contig	length	reference	order	evidence	score	amb_region
S_ID064_T2_k141_20751	1181	NZ_CP070908.1	Enterobacterales	BLASTn	nan	0-1180
S_ID064_T2_k141_33008	1083	NZ_MK764024.1	Enterobacterales	BLASTn	nan	0-991
S_ID064_T2_k141_35090	1498	NZ_AP014807.1	Enterobacterales	BLASTn	nan	
S_ID064_T2_k141_36497	1135	NZ_CP059718.1	Enterobacterales	BLASTn	nan	138-1134
S_ID064_T2_k141_39630	1102	LR134132.1	Enterobacterales	BLASTn	nan	0-1102
S_ID064_T2_k141_189	1380	LR962329.1	Lactobacillales	Transformer	0.9884392619132996	0-1380
S_ID064_T2_k141_279	4655	NZ_CP016739.1	Lactobacillales	Transformer	0.999725878238678	
S_ID064_T2_k141_666	1723	NZ_AP022342.1	Lactobacillales	Transformer	0.9998782873153688	
S_ID064_T2_k141_1477	1124	LR962503.1	Lactobacillales	Transformer	0.0236454680562019	
S_ID064_T2_k141_1957	2583	NZ_CP072882.1	Lactobacillales	Transformer	0.9912821054458618	1392-1731
S_ID064_T2_k141_3235	146749	NZ_CP064841.1	Lactobacillales	Transformer	0.9991126656532288	66537-66724
S_ID064_T2_k141_4519	1955	LR962329.1	Lactobacillales	Transformer	0.1059727743268013	0-24
S_ID064_T2_k141_4543	3839	NC_020208.1	Lactobacillales	Transformer	0.9999402761459352	2351-3840
S_ID064_T2_k141_4590	65293	LR962199.1	Lactobacillales	Transformer	0.9992746710777284	30994-32653
S_ID064_T2_k141_5500	2652	LR962120.1	Lactobacillales	Transformer	0.9992377758026124	1755-1771
S_ID064_T2_k141_5557	3126	LR962329.1	Lactobacillales	Transformer	0.5761640667915344	
S_ID064_T2_k141_5767	3688	NC_010291.1	Lactobacillales	Transformer	0.9998220801353456	
S_ID064_T2_k141_7832	1337	LR962329.1	Lactobacillales	Transformer	0.4314462542533874	534-1336
S_ID064_T2_k141_8006	2065	LR962562.1	Lactobacillales	Transformer	0.696886420249939	
S_ID064_T2_k141_8178	2300	NZ_CP042384.1	Lactobacillales	Transformer	0.9989718198776244	303-2299
S_ID064_T2_k141_8295	2268	NZ_CP064407.1	Lactobacillales	Transformer	0.9999490976333618	1-1410
S_ID064_T2_k141_8434	1001	LR962329.1	Lactobacillales	Transformer	0.5429791808128357	
S_ID064_T2_k141_8485	1327	LR962455.1	Lactobacillales	Transformer	0.4217853546142578	
S_ID064_T2_k141_9040	1253	LR962329.1	Lactobacillales	Transformer	0.8157795667648315	0-1252
S_ID064_T2_k141_9896	1060	LR962503.1	Lactobacillales	Transformer	0.27243173122406	
S_ID064_T2_k141_9949	1324	NZ_LR135180.1	Lactobacillales	Transformer	0.9451295733451844	0-975
S_ID064_T2_k141_10425	2349	LR962329.1	Lactobacillales	Transformer	0.9471564888954164	0-2348
S_ID064_T2_k141_11084	1843	LR962455.1	Lactobacillales	Transformer	0.9909762740135192	
S_ID064_T2_k141_11207	1048	LR962120.1	Lactobacillales	Transformer	0.9528632760047911	
S_ID064_T2_k141_11298	3895	NC_013533.1	Lactobacillales	Transformer	0.9994860887527466	
S_ID064_T2_k141_11789	1501	NZ_CP014932.1	Lactobacillales	Transformer	0.8270044326782227	0-1052
S_ID064_T2_k141_12003	3004	CP012385.1	Lactobacillales	Transformer	0.9992005228996276	
S_ID064_T2_k141_12051	4230	LR962329.1	Lactobacillales	Transformer	0.9352800250053406	2829-3804
S_ID064_T2_k141_12367	4981	LR962116.1	Lactobacillales	Transformer	0.9999122619628906	
S_ID064_T2_k141_12919	2974	LR962329.1	Lactobacillales	Transformer	0.3063788414001465	1158-2973
S_ID064_T2_k141_13611	2198	LR962789.1	Lactobacillales	Transformer	0.9990105628967284	0-2197
S_ID064_T2_k141_13722	1558	LR962329.1	Lactobacillales	Transformer	0.9998879432678224	
S_ID064_T2_k141_15962	5534	NZ_CP068130.1	Lactobacillales	Transformer	0.7321370840072632	108-3180
S_ID064_T2_k141_16499	165447	NZ_CP065543.1	Lactobacillales	Transformer	0.997680127620697	135266-136269
S_ID064_T2_k141_16730	1991	LR962120.1	Lactobacillales	Transformer	0.9909890294075012	0-11
S_ID064_T2_k141_17571	3738	LR962329.1	Lactobacillales	Transformer	0.9855049252510072	
S_ID064_T2_k141_18472	1514	LR962562.1	Lactobacillales	Transformer	0.1969727426767349	0-1493
S_ID064_T2_k141_19056	3393	LR962329.1	Lactobacillales	Transformer	0.2496702522039413	
S_ID064_T2_k141_19524	7520	NC_019436.1	Lactobacillales	Transformer	0.999462902545929	
S_ID064_T2_k141_19540	6652	LR962727.1	Lactobacillales	Transformer	0.9992638230323792	2325-5127
S_ID064_T2_k141_19895	4474	LR962120.1	Lactobacillales	Transformer	0.9941860437393188	1481-1488
S_ID064_T2_k141_20934	1019	LR962329.1	Lactobacillales	Transformer	0.9947777986526488	0-13
S_ID064_T2_k141_21540	1155	LR962329.1	Lactobacillales	Transformer	0.8828868269920349	996-1154
S_ID064_T2_k141_21603	207223	NZ_OU015947.1	Lactobacillales	Transformer	0.9938002228736876	
S_ID064_T2_k141_21772	3303	LR962329.1	Lactobacillales	Transformer	0.992857813835144	
S_ID064_T2_k141_22014	1065	LR962715.1	Lactobacillales	Transformer	0.9924646615982056	0-1064
S_ID064_T2_k141_22051	2431	NZ_CP072879.1	Lactobacillales	Transformer	0.9905157089233398	
S_ID064_T2_k141_22139	1439	LR962503.1	Lactobacillales	Transformer	0.7770130038261414	
S_ID064_T2_k141_22793	1699	LR962503.1	Lactobacillales	Transformer	0.7885090112686157	
S_ID064_T2_k141_22912	1956	LR962329.1	Lactobacillales	Transformer	0.9954712390899658	
S_ID064_T2_k141_23187	1982	CP029293.1	Lactobacillales	Transformer	0.938505470752716	1287-1846
S_ID064_T2_k141_23309	1559	LR962329.1	Lactobacillales	Transformer	0.900874674320221	0-737,991-1557
S_ID064_T2_k141_23546	1031	LR962329.1	Lactobacillales	Transformer	0.9999268054962158	
S_ID064_T2_k141_24057	1187	LR962808.1	Lactobacillales	Transformer	0.9918739199638368	
S_ID064_T2_k141_24728	3784	LR962329.1	Lactobacillales	Transformer	0.9908175468444824	
S_ID064_T2_k141_25055	1158	NZ_CP072879.1	Lactobacillales	Transformer	0.9993932247161864	
S_ID064_T2_k141_25863	1718	NZ_LN999988.1	Lactobacillales	Transformer	0.996968686580658	
S_ID064_T2_k141_26359	2887	LR962329.1	Lactobacillales	Transformer	0.9994315505027772	0-1310
S_ID064_T2_k141_26707	135026	NZ_CP066818.1	Lactobacillales	Transformer	0.9952511787414552	
S_ID064_T2_k141_26872	1958	NZ_CP065979.1	Lactobacillales	Transformer	0.9972571730613708	
S_ID064_T2_k141_27213	3520	LR961977.1	Lactobacillales	Transformer	0.990292489528656	
S_ID064_T2_k141_27511	1952	NC_025158.1	Lactobacillales	Transformer	0.995314598083496	
S_ID064_T2_k141_27808	1563	LR962329.1	Lactobacillales	Transformer	0.6407545208930969	
S_ID064_T2_k141_28779	1241	LR962329.1	Lactobacillales	Transformer	0.9999611377716064	
S_ID064_T2_k141_29323	2220	LR962329.1	Lactobacillales	Transformer	0.2809109985828399	
S_ID064_T2_k141_29868	2449	NZ_CP065768.1	Lactobacillales	Transformer	0.99994695186615	
S_ID064_T2_k141_30193	2474	LR962329.1	Lactobacillales	Transformer	0.4886817932128906	0-1493
S_ID064_T2_k141_33339	3039	LR962329.1	Lactobacillales	Transformer	0.9979968667030334	0-3038
S_ID064_T2_k141_34861	1626	LR962616.1	Lactobacillales	Transformer	0.7591065168380737	
S_ID064_T2_k141_35293	2035	LR962329.1	Lactobacillales	Transformer	0.9466471672058104	1455-2035
S_ID064_T2_k141_35374	1328	LR962201.1	Lactobacillales	Transformer	0.9998841285705566	877-1327
S_ID064_T2_k141_35495	270318	NZ_LN846933.1	Lactobacillales	Transformer	0.7466602921485901	15581-18409
S_ID064_T2_k141_35948	1367	NZ_OU016038.1	Lactobacillales	Transformer	0.7079347372055054	15-900
S_ID064_T2_k141_37278	1255	NC_010470.1	Lactobacillales	Transformer	0.9686665534973145	0-1254
S_ID064_T2_k141_37502	1100	NZ_CP071930.1	Lactobacillales	Transformer	0.9996664524078368	0-1099
S_ID064_T2_k141_37745	1703	LR962329.1	Lactobacillales	Transformer	0.975212037563324	
S_ID064_T2_k141_37898	1366	LR962120.1	Lactobacillales	Transformer	0.9991087317466736	
S_ID064_T2_k141_38439	1564	LR962022.1	Lactobacillales	Transformer	0.1598013192415237	0-1563
S_ID064_T2_k141_38606	4530	NZ_MT096402.1	Lactobacillales	Transformer	0.9991605281829834	1818-2167
S_ID064_T2_k141_40636	1578	LR962329.1	Lactobacillales	Transformer	0.939682960510254	879-1577
S_ID064_T2_k141_40875	1599	NZ_CP037754.1	Lactobacillales	Transformer	0.9979660511016846	0-1598
S_ID064_T2_k141_41285	1308	LR962616.1	Lactobacillales	Transformer	0.5509057641029358	
S_ID064_T2_k141_42085	2580	NZ_CP065690.1	Lactobacillales	Transformer	0.9697195887565612	0-256,534-1011,1045-1417,1476-2579
S_ID064_T2_k141_43404	2409	NZ_CP044277.1	Lactobacillales	Transformer	0.8330457210540771	2324-2395
S_ID064_T2_k141_44063	3572	LR962329.1	Lactobacillales	Transformer	0.8071780204772949	
S_ID064_T2_k141_44091	2644	LR962329.1	Lactobacillales	Transformer	0.984980583190918	
S_ID064_T2_k141_925	1489	NZ_CP066063.1	Bacillales	Transformer	0.9993473887443542	
S_ID064_T2_k141_1146	1249	NZ_CP049093.1	Bacillales	Transformer	0.7332950830459595	157-1248
S_ID064_T2_k141_1221	2172	NZ_CP079958.1	Bacillales	Transformer	0.9988217949867249	
S_ID064_T2_k141_2452	1969	NZ_HG813248.1	Bacillales	Transformer	0.9998258948326112	
S_ID064_T2_k141_2485	2370	NZ_HG813248.1	Bacillales	Transformer	0.9976822137832642	
S_ID064_T2_k141_3154	1135	NZ_KT780704.1	Bacillales	Transformer	0.1712512224912643	2-1134
S_ID064_T2_k141_3602	2091	NZ_HG813248.1	Bacillales	Transformer	0.9998462200164796	
S_ID064_T2_k141_5195	1371	NC_013341.1	Bacillales	Transformer	0.7279002666473389	0-1370
S_ID064_T2_k141_5808	1153	NZ_CP079958.1	Bacillales	Transformer	0.5240287780761719	
S_ID064_T2_k141_9546	1235	CP052031.1	Bacillales	Transformer	0.0672849416732788	0-1234
S_ID064_T2_k141_9644	3747	NZ_KT780704.1	Bacillales	Transformer	0.3071781098842621	0-3605
S_ID064_T2_k141_9719	1975	NZ_HG813248.1	Bacillales	Transformer	0.9997712969779968	
S_ID064_T2_k141_9818	4327	NZ_HG813248.1	Bacillales	Transformer	0.999755322933197	
S_ID064_T2_k141_9875	1212	CP049442.1	Bacillales	Transformer	0.0380281321704387	117-1210
S_ID064_T2_k141_10849	2636	NZ_MK134858.1	Bacillales	Transformer	0.9997765421867372	
S_ID064_T2_k141_10857	2508	NZ_HG813248.1	Bacillales	Transformer	0.9996317625045776	
S_ID064_T2_k141_11849	13732	NC_013374.1	Bacillales	Transformer	0.9999409914016724	2011-2410,11628-11644
S_ID064_T2_k141_13243	1917	NZ_HG813248.1	Bacillales	Transformer	0.9996933937072754	
S_ID064_T2_k141_13394	3065	CP068978.1	Bacillales	Transformer	0.999832272529602	
S_ID064_T2_k141_14380	1237	CP052974.1	Bacillales	Transformer	0.7148311734199524	0-1236
S_ID064_T2_k141_14398	3984	NZ_HG813248.1	Bacillales	Transformer	0.9966837763786316	
S_ID064_T2_k141_14686	3117	NZ_HG813248.1	Bacillales	Transformer	0.9996927976608276	
S_ID064_T2_k141_15448	3381	NZ_CP047853.1	Bacillales	Transformer	0.999610722064972	19-3194,3224-3380
S_ID064_T2_k141_15670	6643	CP030478.1	Bacillales	Transformer	0.9897422790527344	1326-1496,1919-2882,6402-6541
S_ID064_T2_k141_15897	2216	NZ_MK134858.1	Bacillales	Transformer	0.9998414516448976	
S_ID064_T2_k141_16449	3689	NZ_CP024810.1	Bacillales	Transformer	0.999701201915741	0-697,2660-3525
S_ID064_T2_k141_17792	3009	NZ_CP013725.1	Bacillales	Transformer	0.9998328685760498	
S_ID064_T2_k141_18110	1368	NZ_CP023967.1	Bacillales	Transformer	0.9108176827430724	9-705
S_ID064_T2_k141_18371	1845	NZ_CP071180.1	Bacillales	Transformer	0.99961119890213	1570-1844
S_ID064_T2_k141_19043	1766	NZ_KU882685.1	Bacillales	Transformer	0.9990167617797852	950-1765
S_ID064_T2_k141_19719	2937	NZ_CP079986.1	Bacillales	Transformer	0.9490673542022704	
S_ID064_T2_k141_20166	3706	NZ_CP070992.1	Bacillales	Transformer	0.99943345785141	3478-3704
S_ID064_T2_k141_20577	3842	NZ_HG813248.1	Bacillales	Transformer	0.9996563196182252	
S_ID064_T2_k141_20900	1713	NZ_CP018777.1	Bacillales	Transformer	0.899808406829834	0-1158
S_ID064_T2_k141_23087	1091	NZ_CP068070.1	Bacillales	Transformer	0.6278493404388428	
S_ID064_T2_k141_23349	17899	NZ_CP070992.1	Bacillales	Transformer	0.9999206066131592	42-417,454-1972,2174-2918
S_ID064_T2_k141_23557	2623	NZ_HG813248.1	Bacillales	Transformer	0.9994569420814514	
S_ID064_T2_k141_23723	1311	NZ_HG813248.1	Bacillales	Transformer	0.999754011631012	
S_ID064_T2_k141_23775	2336	NZ_MK134858.1	Bacillales	Transformer	0.9997758269309998	
S_ID064_T2_k141_24901	2574	NZ_CP079986.1	Bacillales	Transformer	0.9970544576644896	
S_ID064_T2_k141_25320	2092	NZ_CP069221.1	Bacillales	Transformer	0.1662434190511703	269-726
S_ID064_T2_k141_25843	9417	NZ_CP070992.1	Bacillales	Transformer	0.9998964071273804	0-391,3050-3478
S_ID064_T2_k141_26208	1846	NZ_CP071510.1	Bacillales	Transformer	0.9919227957725524	
S_ID064_T2_k141_26214	67402	NZ_CP072477.1	Bacillales	Transformer	0.6710352897644043	154-476
S_ID064_T2_k141_26474	2209	NZ_CP034112.1	Bacillales	Transformer	0.9996953010559082	
S_ID064_T2_k141_27020	2614	NZ_CP068138.1	Bacillales	Transformer	0.9996811151504515	
S_ID064_T2_k141_27332	3664	NZ_CP047836.1	Bacillales	Transformer	0.9998379945755004	1440-2662
S_ID064_T2_k141_27561	2382	CP052952.1	Bacillales	Transformer	0.9965623021125792	144-948
S_ID064_T2_k141_27812	1769	NC_013341.1	Bacillales	Transformer	0.7512997388839722	0-1218
S_ID064_T2_k141_28505	1725	NZ_KU882685.1	Bacillales	Transformer	0.999766767024994	
S_ID064_T2_k141_28917	1758	NZ_HG813248.1	Bacillales	Transformer	0.9965890645980836	
S_ID064_T2_k141_30322	1637	NZ_CP071180.1	Bacillales	Transformer	0.996001660823822	
S_ID064_T2_k141_33934	2055	NC_013341.1	Bacillales	Transformer	0.0595963597297668	92-2054
S_ID064_T2_k141_34257	1116	NZ_CP068597.1	Bacillales	Transformer	0.9704209566116332	
S_ID064_T2_k141_34478	9883	CP053006.1	Bacillales	Transformer	0.999956488609314	2609-3307
S_ID064_T2_k141_34563	1152	CP052031.1	Bacillales	Transformer	0.0353071093559265	0-1151
S_ID064_T2_k141_35936	70675	NZ_CP063072.1	Bacillales	Transformer	0.9855729937553406	
S_ID064_T2_k141_36317	2613	NZ_CP024810.1	Bacillales	Transformer	0.9996211528778076	0-2612
S_ID064_T2_k141_36845	1117	NZ_CP025569.1	Bacillales	Transformer	0.5648947358131409	0-1116
S_ID064_T2_k141_37077	6069	NZ_CP015439.1	Bacillales	Transformer	0.9784573912620544	939-1016
S_ID064_T2_k141_37204	7926	NZ_HG813248.1	Bacillales	Transformer	0.999914288520813	
S_ID064_T2_k141_37738	6748	NZ_CP022250.1	Bacillales	Transformer	0.999904990196228	5902-6748
S_ID064_T2_k141_37964	1176	NZ_CP080017.1	Bacillales	Transformer	0.9963842630386353	
S_ID064_T2_k141_39800	1775	NZ_MK134858.1	Bacillales	Transformer	0.9996939897537231	
S_ID064_T2_k141_41433	1029	NZ_CP023967.1	Bacillales	Transformer	0.5540119409561157	557-1025
S_ID064_T2_k141_41518	1243	CP049996.1	Bacillales	Transformer	0.3839702904224396	0-1243
S_ID064_T2_k141_41834	4179	NZ_CP079958.1	Bacillales	Transformer	0.9996711015701294	
S_ID064_T2_k141_42002	3454	NZ_CP071180.1	Bacillales	Transformer	0.9997963309288024	
S_ID064_T2_k141_43080	1479	NZ_CP079958.1	Bacillales	Transformer	0.9995948672294616	
S_ID064_T2_k141_43407	8433	NZ_MK134858.1	Bacillales	Transformer	0.999886393547058	
S_ID064_T2_k141_43561	1295	HM037272.1	Bacillales	Transformer	0.985071301460266	
S_ID064_T2_k141_43877	1495	NZ_CP049093.1	Bacillales	Transformer	0.7332950830459595	0-1098
S_ID064_T2_k141_43897	2018	NZ_CP022907.1	Bacillales	Transformer	0.9971676468849182	1749-1897
S_ID064_T2_k141_11818	1135	NZ_CP079957.1	Bacillales	BLASTn	nan	99-1134
S_ID064_T2_k141_25263	1174	CP049442.1	Bacillales	BLASTn	nan	0-1172
S_ID064_T2_k141_5306	4215	NZ_CP078512.1	Pseudomonadales	Transformer	0.9927817583084106	94-3192
S_ID064_T2_k141_19987	1278	NZ_CP066307.1	Pseudomonadales	Transformer	0.9968756437301636	0-140,236-1131
S_ID064_T2_k141_22559	2900	NZ_CP044457.1	Pseudomonadales	Transformer	0.9999845027923584	1052-2898
S_ID064_T2_k141_1075	1412	NZ_CP035512.1	Rhodobacterales	Transformer	0.8390742540359497	272-720
S_ID064_T2_k141_15652	1262	NZ_CP041156.1	Rhodobacterales	Transformer	0.9387838244438172	328-715
S_ID064_T2_k141_20247	1498	NZ_CP045374.1	Rhodobacterales	Transformer	0.5205700397491455	
S_ID064_T2_k141_20731	4350	NZ_CP016593.1	Rhodobacterales	Transformer	0.9963796734809875	
S_ID064_T2_k141_40544	1820	NZ_CP022417.1	Rhodobacterales	Transformer	0.9013274908065796	
S_ID064_T2_k141_41189	1367	NZ_CP021116.1	Rhodobacterales	Transformer	0.7675163149833679	271-881
S_ID064_T2_k141_6214	1026	NZ_CP021803.1	Hyphomicrobiales	Transformer	0.5933108925819397	5-922
S_ID064_T2_k141_8055	1595	NZ_AP014686.1	Hyphomicrobiales	Transformer	0.8520313501358032	553-1101
S_ID064_T2_k141_9044	2451	NZ_CP021803.1	Hyphomicrobiales	Transformer	0.5933108925819397	3-2456
S_ID064_T2_k141_10029	1190	NZ_CP015746.1	Hyphomicrobiales	Transformer	0.6065782904624939	
S_ID064_T2_k141_14962	1340	NC_007959.1	Hyphomicrobiales	Transformer	0.8889974355697632	
S_ID064_T2_k141_18899	1239	NC_009475.1	Hyphomicrobiales	Transformer	0.999380350112915	
S_ID064_T2_k141_34374	1132	NC_009475.1	Hyphomicrobiales	Transformer	0.522372841835022	0-1131
S_ID064_T2_k141_35343	1288	NC_009475.1	Hyphomicrobiales	Transformer	0.9967719912528992	
S_ID064_T2_k141_36840	2057	NC_007960.1	Hyphomicrobiales	Transformer	0.522372841835022	2-2053
S_ID064_T2_k141_39429	1484	AP017627.1	Hyphomicrobiales	Transformer	0.8718484044075012	786-1162
S_ID064_T2_k141_44634	1952	NZ_AP023258.1	Hyphomicrobiales	Transformer	0.9981600642204284	
S_ID064_T2_k141_5486	1307	NC_005001.1	Corynebacteriales	Transformer	0.168083444237709	0-1306
S_ID064_T2_k141_7936	1486	NZ_CP067011.1	Corynebacteriales	Transformer	0.9225434064865112	0-1485
S_ID064_T2_k141_10537	3583	NC_005001.1	Corynebacteriales	Transformer	0.7415076494216919	212-1836
S_ID064_T2_k141_11903	9534	NC_004939.1	Corynebacteriales	Transformer	0.5425519943237305	136-6702
S_ID064_T2_k141_27552	1211	NZ_CP069515.1	Corynebacteriales	Transformer	0.0629942193627357	0-1210
S_ID064_T2_k141_33137	1385	NC_004939.1	Corynebacteriales	Transformer	0.7320227026939392	0-1384
S_ID064_T2_k141_37023	2190	NZ_LR134447.1	Corynebacteriales	Transformer	0.6792144775390625	1940-2189
S_ID064_T2_k141_40522	1758	NC_004939.1	Corynebacteriales	Transformer	0.9685145020484924	3-1762
S_ID064_T2_k141_43061	3085	NC_014167.1	Corynebacteriales	Transformer	0.96097332239151	138-3084
S_ID064_T2_k141_44035	1262	NZ_CP069569.1	Corynebacteriales	Transformer	0.2947968542575836	0-1261
S_ID064_T2_k141_4481	1257	NC_008758.1	Burkholderiales	Transformer	0.617247998714447	
S_ID064_T2_k141_456	1470	NZ_CP028935.1	Campylobacterales	Transformer	0.9997873902320862	0-1071,1171-1459
S_ID064_T2_k141_8429	10993	NZ_CP017910.1	Vibrionales	Transformer	0.9185194969177246	9439-10379
S_ID064_T2_k141_4570	1319	NZ_CP023686.1	Sphingomonadales	Transformer	0.9970293045043944	0-1202
S_ID064_T2_k141_29427	1597	NZ_CP060781.1	Sphingomonadales	Transformer	0.988742470741272	
S_ID064_T2_k141_35771	1351	NZ_CP050250.1	Sphingomonadales	Transformer	0.9676350355148317	
S_ID064_T2_k141_37833	2179	NZ_CP046256.1	Sphingomonadales	Transformer	0.8424618244171143	0-2178
S_ID064_T2_k141_38260	1292	NZ_CP029986.1	Sphingomonadales	Transformer	0.999782383441925	53-1001
S_ID064_T2_k141_38887	2403	CP013072.1	Sphingomonadales	Transformer	0.9524266123771667	1276-1316
S_ID064_T2_k141_45006	12827	CP063962.1	Eubacteriales	Transformer	0.995889127254486	4723-4770
S_ID064_T2_k141_4767	1026	NZ_CP022365.1	Rhodospirillales	Transformer	0.9867447018623352	
S_ID064_T2_k141_20505	2756	NZ_CP030129.1	Rhodospirillales	Transformer	0.5248268842697144	1029-2091
S_ID064_T2_k141_38368	2603	NZ_CP012918.1	Rhodospirillales	Transformer	0.9745284914970398	
S_ID064_T2_k141_38372	2497	NZ_CP030129.1	Rhodospirillales	Transformer	0.6593078970909119	
S_ID064_T2_k141_38740	5347	NZ_CP022365.1	Rhodospirillales	Transformer	0.6222532987594604	
S_ID064_T2_k141_8710	1007	NC_022599.1	Micrococcales	Transformer	0.5177100300788879	46-358
S_ID064_T2_k141_26903	1232	NZ_CP020346.1	Pasteurellales	Transformer	0.999550998210907	571-679
S_ID064_T2_k141_5736	1258	MF116002.1	other	Transformer	0.9999643564224244	2-975
S_ID064_T2_k141_7743	2732	MF554637.1	other	Transformer	0.9988176226615906	
S_ID064_T2_k141_11605	1998	NC_015710.1	other	Transformer	0.5621181130409241	
S_ID064_T2_k141_13728	1555	MF116002.1	other	Transformer	0.999784290790558	1270-1554
S_ID064_T2_k141_23267	2205	AP024413.1	other	Transformer	0.9923682808876038	
S_ID064_T2_k141_33694	1011	NC_021086.1	other	Transformer	0.9999669790267944	
S_ID064_T2_k141_36196	1804	KU351673.1	other	Transformer	0.999970316886902	0-940,970-1803
S_ID064_T2_k141_37994	4296	NC_010335.1	other	Transformer	0.9999529123306274	
contig	length	reference	order	evidence	score	amb_region
S_ID064_T3_k141_129	1249	NZ_MK433207.1	Enterobacterales	BLASTn	nan	0-1248
S_ID064_T3_k141_2442	1107	NZ_MK433207.1	Enterobacterales	BLASTn	nan	0-1084
S_ID064_T3_k141_13	12480	NZ_AP018539.1	Lactobacillales	Transformer	0.9990888833999634	140-6742,8305-10549,10562-12471
S_ID064_T3_k141_103	1727	NZ_CP028838.1	Lactobacillales	Transformer	0.9996224641799928	
S_ID064_T3_k141_120	6826	LC499744.1	Lactobacillales	Transformer	0.9999570846557616	
S_ID064_T3_k141_389	2758	NZ_AP018539.1	Lactobacillales	Transformer	0.99989914894104	0-165,2611-2757
S_ID064_T3_k141_427	1571	NZ_CP071929.1	Lactobacillales	Transformer	0.9968248605728148	
S_ID064_T3_k141_433	19436	LR962819.1	Lactobacillales	Transformer	0.9980790615081788	135-1556,2939-18965
S_ID064_T3_k141_560	1338	NZ_AP018539.1	Lactobacillales	Transformer	0.9808571338653564	0-1337
S_ID064_T3_k141_1069	1458	NZ_CP028838.1	Lactobacillales	Transformer	0.9965057373046876	
S_ID064_T3_k141_1169	13334	LR962304.1	Lactobacillales	Transformer	0.9999537467956544	
S_ID064_T3_k141_1361	1747	NZ_CP020429.2	Lactobacillales	Transformer	0.9746661186218262	
S_ID064_T3_k141_1713	6566	LR962455.1	Lactobacillales	Transformer	0.9990059733390808	
S_ID064_T3_k141_1718	4453	LR962192.1	Lactobacillales	Transformer	0.9998527765274048	
S_ID064_T3_k141_1790	1587	LR962455.1	Lactobacillales	Transformer	0.9996817111968994	
S_ID064_T3_k141_1813	2068	LR962773.1	Lactobacillales	Transformer	0.9992135763168336	
S_ID064_T3_k141_1846	1109	NZ_CP078163.1	Lactobacillales	Transformer	0.9996076226234436	0-181
S_ID064_T3_k141_2166	2056	LR962773.1	Lactobacillales	Transformer	0.9995179176330566	
S_ID064_T3_k141_2239	2635	NZ_CP054154.1	Lactobacillales	Transformer	0.4199713170528412	1146-1655,1879-2252,2332-2637
S_ID064_T3_k141_2306	1833	NZ_MW012677.1	Lactobacillales	Transformer	0.9988325238227844	
S_ID064_T3_k141_2311	21993	LR962349.1	Lactobacillales	Transformer	0.999976634979248	
S_ID064_T3_k141_2316	2395	NZ_MH830362.1	Lactobacillales	Transformer	0.998079776763916	
S_ID064_T3_k141_2348	3187	LR962719.1	Lactobacillales	Transformer	0.9994729161262512	
S_ID064_T3_k141_2361	11050	NZ_CP075606.1	Lactobacillales	Transformer	0.9997323155403136	
S_ID064_T3_k141_2371	3884	LR962603.1	Lactobacillales	Transformer	0.9995816349983216	
S_ID064_T3_k141_2403	11727	LR962349.1	Lactobacillales	Transformer	0.9999127388000488	
S_ID064_T3_k141_2687	1301	LR962780.1	Lactobacillales	Transformer	0.9993578791618348	0-473
S_ID064_T3_k141_2773	8663	LR962304.1	Lactobacillales	Transformer	0.9999366998672484	
S_ID064_T3_k141_2794	15465	LR962436.1	Lactobacillales	Transformer	0.9996160268783568	2983-2985,3131-6230,6433-7510
S_ID064_T3_k141_2795	12339	NZ_AP018539.1	Lactobacillales	Transformer	0.9998308420181274	5119-5269,12332-12338
S_ID064_T3_k141_3100	1152	NZ_MW012677.1	Lactobacillales	Transformer	0.9995625615119934	
S_ID064_T3_k141_3133	1058	NZ_CP066605.1	Lactobacillales	Transformer	0.9985376596450806	
S_ID064_T3_k141_3156	4380	LR962445.1	Lactobacillales	Transformer	0.9717812538146972	0-4379
S_ID064_T3_k141_3160	3225	LR962704.1	Lactobacillales	Transformer	0.999901533126831	
S_ID064_T3_k141_3389	1282	NZ_MN480763.1	Lactobacillales	Transformer	0.6863901615142822	
S_ID064_T3_k141_3419	1283	LR962462.1	Lactobacillales	Transformer	0.993886411190033	0-148
S_ID064_T3_k141_3502	7873	NZ_CP078016.1	Lactobacillales	Transformer	0.9998431205749512	163-7428,7584-7736
S_ID064_T3_k141_3504	12798	NZ_AP018539.1	Lactobacillales	Transformer	0.9978787899017334	0-151,307-7956,12139-12634,12654-12797
S_ID064_T3_k141_3634	2041	NZ_CP066600.1	Lactobacillales	Transformer	0.9049039483070374	513-2037
S_ID064_T3_k141_28	1064	LR962445.1	Lactobacillales	BLASTn	nan	0-1063
S_ID064_T3_k141_1741	2479	NZ_CP069428.1	Lactobacillales	BLASTn	nan	0-2452
S_ID064_T3_k141_7	6697	CP030478.1	Bacillales	Transformer	0.9941293001174928	140-310,733-1696,5216-5355
S_ID064_T3_k141_135	1324	CP052974.1	Bacillales	Transformer	0.7148311734199524	0-1323
S_ID064_T3_k141_137	1847	NZ_KY465818.1	Bacillales	Transformer	0.9986039996147156	0-276,325-1843
S_ID064_T3_k141_155	3881	NZ_CP069218.1	Bacillales	Transformer	0.9998264908790588	
S_ID064_T3_k141_202	1707	CP049992.1	Bacillales	Transformer	0.9358627796173096	0-1706
S_ID064_T3_k141_375	14366	NC_005005.1	Bacillales	Transformer	0.999935746192932	0-513,810-3353
