id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
SRR17722743_k141_5895:2349-3245	208	368	897	0	100.00%	100%
SRR17722745_k141_9273:521-1417	208	368	897	0	100.00%	100%
SRR17722753_k141_3866:2119-3015	208	368	897	0	100.00%	100%
SRR17722754_k141_665:1389-2285	208	368	897	0	100.00%	100%
SRR17722764_k141_3098:2453-3349	208	368	897	0	100.00%	100%
SRR17722770_k141_3906:2501-3397	208	368	897	0	100.00%	100%
SRR17722782_k141_1828:1941-2837	208	368	897	0	100.00%	100%
SRR17722794_k141_2988:1941-2837	208	368	897	0	100.00%	100%
SRR17722823_k141_75:1389-2285	208	368	897	0	100.00%	100%
SRR17722847_k141_3120:1382-2278	208	368	897	0	100.00%	100%
SRR17722863_k141_2824:2318-3214	208	368	897	0	100.00%	100%
SRR17722864_k141_1929:620-1516	208	368	897	0	100.00%	100%
SRR17722868_k141_1009:615-1511	208	368	897	0	100.00%	100%
SRR17722874_k141_5833:764-1660	208	368	897	0	100.00%	100%
SRR17722876_k141_265:1954-2850	208	368	897	0	100.00%	100%
SRR17722881_k141_1148:615-1511	208	368	897	0	100.00%	100%
SRR17722882_k141_365:2118-3014	208	368	897	0	100.00%	100%
SRR17722884_k141_1409:615-1511	208	368	897	0	100.00%	100%
SRR17722936_k141_727:7-903	208	368	897	0	100.00%	100%
SRR17779779_k141_1380:2444-3340	208	368	897	0	99.89%	100%
SRR17779780_k141_715:3962-4858	208	368	897	0	99.89%	100%
SRR17779784_k141_808:2444-3340	208	368	897	0	99.89%	100%
SRR17779811_k141_1315:1389-2285	208	368	897	0	100.00%	100%
SRR17779839_k141_2240:2123-3019	208	368	897	0	100.00%	100%
SRR17779846_k141_2018:2123-3019	208	368	897	0	100.00%	100%
SRR17779850_k141_1424:1389-2285	208	368	897	0	100.00%	100%
SRR17779859_k141_1571:2311-3207	208	368	897	0	100.00%	100%
SRR17779860_k141_2111:2317-3213	208	368	897	0	100.00%	100%
SRR17779876_k141_994:2109-3005	208	368	897	0	100.00%	100%
SRR17779877_k141_1606:2336-3232	208	368	897	0	100.00%	100%
SRR17779881_k141_996:788-1684	208	368	897	0	100.00%	100%
SRR17779883_k141_1222:2009-2905	208	368	897	0	100.00%	100%
SRR17779886_k141_447:4142-5038	208	368	897	0	100.00%	100%
SRR17779889_k141_378:4142-5038	208	368	897	0	100.00%	100%
SRR17779890_k141_38:2124-3020	208	368	897	0	100.00%	100%
SRR17779892_k141_781:2120-3016	208	368	897	0	100.00%	100%
SRR17779902_k141_1119:1045-1941	208	368	897	0	100.00%	100%
SRR17779905_k141_1309:1389-2285	208	368	897	0	100.00%	100%
SRR17779906_k141_294:1389-2285	208	368	897	0	100.00%	100%
SRR17779948_k141_126:10619-11515	208	368	897	0	100.00%	100%
SRR17779950_k141_393:169-1065	208	368	897	0	100.00%	100%
SRR17779960_k141_373:90-986	208	368	897	0	100.00%	100%
SRR17779971_k141_3007:2123-3019	208	368	897	0	100.00%	100%
SRR17779972_k141_4144:2123-3019	208	368	897	0	100.00%	100%
SRR17779980_k141_1960:3861-4757	208	368	897	0	100.00%	100%
SRR17779983_k141_139:1389-2285	208	368	897	0	100.00%	100%
SRR17779989_k141_893:1389-2285	208	368	897	0	100.00%	100%
SRR17779991_k141_768:1389-2285	208	368	897	0	100.00%	100%
SRR17780004_k141_1565:541-1437	208	368	897	0	100.00%	100%
SRR17780012_k141_264:2318-3214	208	368	897	0	100.00%	100%
SRR17780015_k141_300:2318-3214	208	368	897	0	100.00%	100%
SRR17780017_k141_312:1899-2795	208	368	897	0	100.00%	100%
SRR17780023_k141_360:501-1397	208	368	897	0	100.00%	100%
SRR17780087_k141_1989:1535-2431	208	368	897	0	100.00%	100%
SRR17780090_k141_3252:7625-8521	208	368	897	0	100.00%	100%
SRR17780095_k141_746:2354-3250	208	368	897	0	100.00%	100%
SRR17780096_k141_1772:2615-3511	208	368	897	0	100.00%	100%
SRR17780142_k141_892:2137-3033	208	368	897	0	100.00%	100%
SRR17780143_k141_1371:1535-2431	208	368	897	0	100.00%	100%
SRR17780148_k141_111:6144-7040	208	368	897	0	100.00%	100%
SRR17780172_k141_1325:2318-3214	208	368	897	0	100.00%	100%
SRR17780173_k141_206:834-1730	208	368	897	0	100.00%	100%
SRR17780236_k141_37:10612-11508	208	368	897	0	100.00%	100%
SRR17780301_k141_49:2109-3005	208	368	897	0	100.00%	100%
SRR17780360_k141_1663:211-1107	208	368	897	0	100.00%	100%
SRR17780362_k141_813:210-1106	208	368	897	0	100.00%	100%
SRR17780374_k141_190:210-1106	208	368	897	0	100.00%	100%
SRR17780394_k141_1955:2124-3020	208	368	897	0	100.00%	100%
SRR17780399_k141_575:2123-3019	208	368	897	0	100.00%	100%
SRR17780442_k141_4904:618-1514	208	368	897	0	100.00%	100%
SRR17780447_k141_437:4615-5511	208	368	897	0	100.00%	100%
SRR17780483_k141_1007:4616-5512	208	368	897	0	100.00%	100%
SRR17780486_k141_1147:3103-3999	208	368	897	0	100.00%	100%
SRR17780487_k141_1503:98-994	208	368	897	0	100.00%	100%
SRR17780495_k141_1367:3102-3998	208	368	897	0	100.00%	100%
SRR17780496_k141_1950:1983-2879	208	368	897	0	100.00%	100%
SRR17780497_k141_1777:2124-3020	208	368	897	0	100.00%	100%
SRR17780498_k141_752:2124-3020	208	368	897	0	100.00%	100%
SRR17780500_k141_460:3102-3998	208	368	897	0	100.00%	100%
SRR17780524_k141_355:2318-3214	208	368	897	0	100.00%	100%
SRR17780530_k141_207:968-1864	208	368	897	0	100.00%	100%
SRR17780553_k141_5252:2584-3480	208	368	897	0	100.00%	100%
SRR17780574_k141_7597:2140-3036	208	368	897	0	100.00%	100%
SRR17780596_k141_1451:2317-3213	208	368	897	0	100.00%	100%
SRR17780613_k141_535:2006-2902	208	368	897	0	100.00%	100%
SRR17780720_k141_1140:1042-1938	208	368	897	0	100.00%	100%
SRR21171007_k141_64:1535-2431	208	368	897	0	100.00%	100%
SRR21171014_k141_686:1535-2431	208	368	897	0	100.00%	100%
SRR21171053_k141_141:2109-3005	208	368	897	0	100.00%	100%
SRR21171066_k141_645:2124-3020	208	368	897	0	100.00%	100%
SRR21171075_k141_615:1706-2602	208	368	897	0	100.00%	100%
SRR21171096_k141_1187:2084-2980	208	368	897	0	100.00%	100%
SRR21171097_k141_207:2123-3019	208	368	897	0	100.00%	100%
SRR21171111_k141_1370:253-1149	208	368	897	0	100.00%	100%
SRR21171126_k141_7104:650-1546	208	368	897	0	100.00%	100%
SRR21171168_k141_1538:1304-2200	208	368	897	0	100.00%	100%
SRR21171203_k141_141:2123-3019	208	368	897	0	100.00%	100%
SRR21171221_k141_141:3616-4512	208	368	897	0	100.00%	100%
SRR21171226_k141_707:2035-2931	208	368	897	0	100.00%	100%
SRR21171237_k141_387:1870-2766	208	368	897	0	100.00%	100%
SRR21171249_k141_2636:2022-2918	208	368	897	0	100.00%	100%
SRR21171250_k141_234:1333-2229	208	368	897	0	100.00%	100%
SRR21171296_k141_2070:2115-3011	208	368	897	0	100.00%	100%
SRR25947135_k141_374:2123-3019	208	368	897	0	100.00%	100%
SRR25947275_k141_245:2757-3653	208	368	897	0	100.00%	100%
SRR25947514_k141_1686:2123-3019	208	368	897	0	100.00%	100%
SRR25947528_k141_573:1389-2285	208	368	897	0	100.00%	100%
SRR3131708_k141_1983:1860-2756	208	368	897	0	100.00%	100%
SRR3131712_k141_2843:3642-4538	208	368	897	0	100.00%	100%
SRR3131764_k141_267:2169-3065	208	368	897	0	100.00%	100%
SRR3131804_k141_829:689-1585	208	368	897	0	100.00%	100%
SRR3131810_k141_985:2170-3066	208	368	897	0	100.00%	100%
SRR3131903_k141_2380:276-1172	208	368	897	0	100.00%	100%
SRR3131915_k141_798:3972-4868	208	368	897	0	100.00%	100%
SRR3131941_k141_2385:1337-2233	208	368	897	0	100.00%	100%
SRR3132021_k141_827:2123-3019	208	368	897	0	100.00%	100%
SRR3132083_k141_2811:276-1172	208	368	897	0	100.00%	100%
SRR3132159_k141_2264:1647-2543	208	368	897	0	100.00%	100%
SRR3132185_k141_1074:2-898	208	368	897	0	100.00%	100%
SRR3132255_k141_3136:2090-2986	208	368	897	0	100.00%	100%
SRR3132417_k141_1002:1542-2438	208	368	897	0	100.00%	100%
SRR3132467_k141_5992:223-1119	208	368	897	0	100.00%	100%
SRR5405698_k141_4560:1535-2431	208	368	897	0	100.00%	100%
SRR5405706_k141_1977:1535-2431	208	368	897	0	100.00%	100%
SRR5405707_k141_532:2172-3068	208	368	897	0	100.00%	100%
SRR5405708_k141_2967:2124-3020	208	368	897	0	100.00%	100%
SRR5405709_k141_1263:2123-3019	208	368	897	0	100.00%	100%
SRR5405774_k141_284:1238-2134	208	368	897	0	100.00%	100%
SRR5405775_k141_12003:1345-2241	208	368	897	0	100.00%	100%
SRR5405776_k141_5251:776-1672	208	368	897	0	100.00%	100%
SRR5405808_k141_4729:4319-5215	208	368	897	0	100.00%	100%
SRR5405948_k119_664:9308-10204	208	368	897	0	100.00%	100%
SRR5405949_k119_3338:2564-3460	208	368	897	0	100.00%	100%
SRR5405973_k119_5733:1301-2197	208	368	897	0	100.00%	100%
SRR5405974_k119_9802:521-1417	208	368	897	0	100.00%	100%
SRR5575354_k141_1403:2124-3020	208	368	897	0	100.00%	100%
SRR5575355_k141_4335:3861-4757	208	368	897	0	100.00%	100%
SRR5575357_k141_1750:3861-4757	208	368	897	0	100.00%	100%
SRR5575366_k141_2653:3861-4757	208	368	897	0	100.00%	100%
SRR5575418_k141_3711:2123-3019	208	368	897	0	100.00%	100%
SRR5963183_k141_7201:1535-2431	208	368	897	0	99.89%	100%
SRR5963193_k141_42:8028-8924	208	368	897	0	100.00%	100%
SRR5963226_k141_8316:2137-3033	208	368	897	0	100.00%	100%
SRR5963240_k141_7574:541-1437	208	368	897	0	100.00%	100%
SRR5963277_k141_531:2065-2961	208	368	897	0	100.00%	100%
SRR5963282_k141_4073:396-1292	208	368	897	0	100.00%	100%
SRR5963313_k141_2380:2124-3020	208	368	897	0	100.00%	100%
SRR5963331_k141_2553:1219-2115	208	368	897	0	100.00%	100%
SRR5963337_k141_3740:2123-3019	208	368	897	0	100.00%	100%
SRR5963382_k141_17760:2501-3397	208	368	897	0	100.00%	100%
SRR5963384_k141_16350:2124-3020	208	368	897	0	100.00%	100%
SRR5963390_k141_41807:1535-2431	208	368	897	0	100.00%	100%
SRR5963413_k141_12974:541-1437	208	368	897	0	100.00%	100%
SRR5963415_k141_1354:2123-3019	208	368	897	0	100.00%	100%
SRR5963421_k141_231:2124-3020	208	368	897	0	100.00%	100%
SRR5963426_k141_13433:1185-2081	208	368	897	0	100.00%	100%
SRR6257403_k119_185:493-1389	208	368	897	0	100.00%	100%
SRR6257426_k119_1032:2101-2997	208	368	897	0	100.00%	100%
SRR6257494_k119_391:519-1415	208	368	897	0	100.00%	100%
SRR7217580_k141_1835:1333-2229	208	368	897	0	100.00%	100%
SRR7217761_k141_3948:2121-3017	208	368	897	0	100.00%	100%
SRR9865451_k141_1740:2101-2997	208	368	897	0	100.00%	100%
SRR9865493_k141_192:2123-3019	208	368	897	0	100.00%	100%
SRR9865494_k141_628:2109-3005	208	368	897	0	100.00%	100%
SRR9865553_k141_433:3623-4519	208	368	897	0	100.00%	100%
SRR9865765_k141_1128:1063-1959	208	368	897	0	100.00%	100%
SRR21171027_k141_908:273-1139	208	368	867	0	100.00%	96%
SRR13622735_k141_3072:7369-8265	209	3	897	1	100	100%
SRR17780565_k141_1397:27345-28241	209	3	897	0	100.00%	100%
SRR17780570_k141_394:27330-28226	209	3	897	0	100.00%	100%
SRR17722686_k141_1164:2-898	210	1	897	1	100	100%
SRR17780244_k141_100:81-971	211	2	891	1	100	100%
SRR25947520_k141_13783:1603-2493	211	2	891	0	100.00%	100%
SRR17722709_k141_2465:1-888	212	1	888	1	100	100%
SRR17722709_k141_3960:1-888	213	1	888	1	100	100%
SRR21171296_k141_1313:1069-1953	214	1	885	1	100	100%
SRR5405990_k119_2990:506-1390	215	1	885	1	100	100%
SRR5405991_k119_2720:12107-12985	216	3	879	1	100	100%
SRR5405994_k119_1397:5584-6462	216	3	879	0	100.00%	100%
SRR5405995_k119_470:5564-6442	216	3	879	0	100.00%	100%
ERR4406598_k141_1983:2-874	217	2	873	1	100	100%
SRR17722926_k141_10550:1-834	217	2	834	0	100.00%	95%
S_ID003_T1_k141_1231:576-1448	218	47	873	1	100	100%
S_ID030_T1_k141_1898:576-1448	218	47	873	0	100.00%	100%
S_ID030_T4_k141_1504:576-1448	218	47	873	0	100.00%	100%
S_ID032_T2_k141_1036:477-1349	218	47	873	0	100.00%	100%
S_ID033_T2_k141_7859:576-1448	218	47	873	0	100.00%	100%
S_ID033_T3_k141_4767:576-1448	218	47	873	0	100.00%	100%
S_ID034_T1_k141_196:577-1449	218	47	873	0	100.00%	100%
S_ID036_T2_k141_5152:576-1448	218	47	873	0	100.00%	100%
S_ID039_T4_k141_6423:576-1448	218	47	873	0	100.00%	100%
S_ID040_T3_k141_6692:576-1448	218	47	873	0	100.00%	100%
S_ID042_T2_k141_12648:576-1448	218	47	873	0	100.00%	100%
S_ID050_T3_k141_4468:903-1775	218	47	873	0	100.00%	100%
S_ID055_T3_k141_1373:576-1448	218	47	873	0	100.00%	100%
S_ID060_T2_k141_1123:2369-3241	218	47	873	0	100.00%	100%
S_ID060_T3_k141_5585:576-1448	218	47	873	0	100.00%	100%
S_ID065_T2_k141_7306:576-1448	218	47	873	0	100.00%	100%
S_ID073_T3_k141_3441:534-1406	218	47	873	0	100.00%	100%
S_ID084_T2_k141_10164:2221-3093	218	47	873	0	100.00%	100%
S_ID085_T1_k141_10145:576-1448	218	47	873	0	100.00%	100%
S_ID085_T2_k141_8388:2145-3017	218	47	873	0	100.00%	100%
S_ID087_T1_k141_5917:1102-1974	218	47	873	0	100.00%	100%
S_ID089_T1_k141_2941:19818-20690	218	47	873	0	99.89%	100%
S_ID093_T3_k141_753:3740-4612	218	47	873	0	100.00%	100%
SRR13622800_k141_3535:1705-2577	218	47	873	0	100.00%	100%
SRR13622805_k141_3121:1705-2577	218	47	873	0	100.00%	100%
SRR17721999_k141_1803:687-1559	218	47	873	0	100.00%	100%
SRR17722036_k141_3010:687-1559	218	47	873	0	100.00%	100%
SRR17722047_k141_2205:687-1559	218	47	873	0	100.00%	100%
SRR17722058_k141_1827:687-1559	218	47	873	0	100.00%	100%
SRR17722283_k141_362:687-1559	218	47	873	0	100.00%	100%
SRR17722294_k141_818:687-1559	218	47	873	0	100.00%	100%
SRR17722305_k141_1644:687-1559	218	47	873	0	100.00%	100%
SRR17722327_k141_2061:687-1559	218	47	873	0	100.00%	100%
SRR17722338_k141_2049:687-1559	218	47	873	0	100.00%	100%
SRR17722353_k141_1746:687-1559	218	47	873	0	100.00%	100%
SRR17722365_k141_2239:687-1559	218	47	873	0	100.00%	100%
SRR17722376_k141_677:687-1559	218	47	873	0	100.00%	100%
SRR17722580_k141_1238:83-955	218	47	873	0	100.00%	100%
SRR17722591_k141_513:687-1559	218	47	873	0	100.00%	100%
SRR17722617_k141_2039:687-1559	218	47	873	0	100.00%	100%
SRR17722804_k141_5660:1366-2238	218	47	873	0	100.00%	100%
SRR17722815_k141_2121:1887-2759	218	47	873	0	100.00%	100%
SRR17722826_k141_4413:687-1559	218	47	873	0	100.00%	100%
SRR5405789_k141_1894:2781-3653	218	47	873	0	100.00%	100%
SRR5405792_k141_6854:2781-3653	218	47	873	0	100.00%	100%
SRR5405990_k119_1696:2861-3733	218	47	873	0	100.00%	100%
SRR5405999_k119_1104:168-1040	218	47	873	0	100.00%	100%
SRR13774418_k141_5635:572-1444	219	2	873	1	100	100%
SRR13774462_k141_3565:150-1022	219	2	873	0	100.00%	100%
ERR4406717_k141_1169:106-969	220	54	864	1	100	100%
SRR17722476_k141_6662:1323-2186	220	54	864	0	99.31%	100%
SRR21170995_k141_1398:16393-17256	220	54	864	0	99.31%	100%
SRR21171122_k141_1856:8799-9662	220	54	864	0	99.31%	100%
SRR5405659_k141_9874:12964-13827	220	54	864	0	99.19%	100%
SRR9865501_k141_6784:3422-4285	220	54	864	0	99.31%	100%
SRR9865504_k141_6025:1295-2158	220	54	864	0	99.31%	100%
SRR9865667_k141_4148:2823-3686	220	54	864	0	99.31%	100%
ERR1600433_k141_12358:41803-42660	220	54	858	0	99.18%	99%
ERR1600439_k141_796:41803-42660	220	54	858	0	99.18%	99%
ERR4406646_k141_5167:7162-8019	220	54	858	0	99.65%	99%
ERR4406715_k141_447:2113-2970	220	54	858	0	99.53%	99%
ERR4406716_k141_525:5979-6836	220	54	858	0	99.65%	99%
ERR4406959_k141_3656:1169-2026	220	54	858	0	99.53%	99%
S_ID032_T2_k141_1877:528-1385	220	54	858	0	99.30%	99%
S_ID034_T1_k141_3587:111-968	220	54	858	0	99.30%	99%
S_ID073_T3_k141_6119:6134-6991	220	54	858	0	99.30%	99%
S_ID084_T2_k141_1912:1786-2643	220	54	858	0	99.30%	99%
S_ID085_T2_k141_6414:1606-2463	220	54	858	0	99.30%	99%
S_ID085_T3_k141_393:472-1329	220	54	858	0	99.30%	99%
S_ID090_T3_k141_639:6391-7248	220	54	858	0	99.30%	99%
SRR13622678_k141_16808:11102-11959	220	54	858	0	99.18%	99%
SRR13622785_k141_23870:290-1147	220	54	858	0	99.30%	99%
SRR13622903_k141_3059:8157-9014	220	54	858	0	99.18%	99%
SRR13774460_k141_9501:1576-2433	220	54	858	0	99.18%	99%
SRR17713637_k141_2082:2200-3057	220	54	858	0	99.30%	99%
SRR17721979_k141_3980:2433-3290	220	54	858	0	99.18%	99%
SRR17779955_k141_513:5794-6651	220	54	858	0	99.42%	99%
SRR17780256_k141_1263:5570-6427	220	54	858	0	99.30%	99%
SRR17780364_k141_7685:1284-2141	220	54	858	0	99.30%	99%
SRR17780367_k141_6740:2552-3409	220	54	858	0	99.30%	99%
SRR17780368_k141_442:4495-5352	220	54	858	0	99.30%	99%
SRR17780529_k141_53:2903-3760	220	54	858	0	99.30%	99%
SRR1779145_k141_2835:8702-9559	220	54	858	0	99.65%	99%
SRR21171118_k141_7:6827-7684	220	54	858	0	99.53%	99%
SRR21171206_k141_2699:1000-1857	220	54	858	0	99.07%	99%
SRR21171282_k141_4611:1185-2042	220	54	858	0	99.30%	99%
SRR25947251_k141_1593:21353-22210	220	54	858	0	99.42%	99%
SRR3131987_k141_2540:2643-3500	220	54	858	0	99.30%	99%
SRR3132057_k141_3014:2643-3500	220	54	858	0	99.30%	99%
SRR3132389_k141_792:2643-3500	220	54	858	0	99.18%	99%
SRR5405660_k141_5281:9717-10574	220	54	858	0	99.30%	99%
SRR5405779_k141_161:7428-8285	220	54	858	0	99.42%	99%
SRR5405797_k141_2067:3438-4295	220	54	858	0	99.42%	99%
SRR5406001_k119_1784:24-881	220	54	858	0	99.53%	99%
SRR5963193_k141_740:5249-6106	220	54	858	0	99.42%	99%
SRR5963398_k141_14045:3559-4416	220	54	858	0	99.30%	99%
SRR6257390_k119_1847:2665-3522	220	54	858	0	99.30%	99%
SRR6257479_k119_3627:1146-2003	220	54	858	0	99.30%	99%
SRR7217904_k141_5352:3939-4796	220	54	858	0	99.42%	99%
SRR9865620_k141_1976:652-1509	220	54	858	0	99.07%	99%
SRR9865729_k141_6243:3780-4637	220	54	858	0	99.88%	99%
SRR13774484_k141_1109:2093-2926	220	54	834	0	99.52%	96%
SRR21171261_k141_3000:1329-2126	220	54	798	0	99.25%	92%
S_ID087_T3_k141_183:858-1721	221	1	864	1	100	100%
ERR4406773_k141_1178:647-1507	222	7	861	1	100	100%
SRR17780335_k141_1213:9187-10047	222	7	861	0	99.88%	100%
SRR3132259_k141_149:8902-9762	222	7	861	0	99.88%	100%
SRR3132269_k141_202:8902-9762	222	7	861	0	99.88%	100%
SRR3132437_k141_1054:8902-9762	222	7	861	0	99.88%	100%
SRR9865761_k141_85:8902-9762	222	7	861	0	99.88%	100%
SRR9865765_k141_1528:8902-9762	222	7	861	0	99.88%	100%
S_ID024_T2_k141_4199:429-1289	223	3	861	1	100	100%
S_ID032_T3_k141_1310:429-1289	223	3	861	0	100.00%	100%
S_ID056_T2_k141_41:2920-3780	223	3	861	0	100.00%	100%
ERR1600431_k141_256:3292-4149	224	202	858	1	100	100%
ERR4406675_k141_2025:16674-17531	224	202	858	0	99.77%	100%
ERR4406707_k141_84:16737-17594	224	202	858	0	99.65%	100%
ERR4406725_k141_2085:16737-17594	224	202	858	0	99.65%	100%
ERR4406726_k141_121:16737-17594	224	202	858	0	99.65%	100%
ERR4406727_k141_6018:16737-17594	224	202	858	0	99.65%	100%
ERR4406728_k141_6148:16737-17594	224	202	858	0	99.65%	100%
ERR4406733_k141_373:16737-17594	224	202	858	0	99.65%	100%
ERR4406735_k141_1033:16737-17594	224	202	858	0	99.65%	100%
ERR4406736_k141_1057:16737-17594	224	202	858	0	99.65%	100%
ERR4406740_k141_6857:16737-17594	224	202	858	0	99.65%	100%
ERR4406741_k141_6958:16737-17594	224	202	858	0	99.65%	100%
ERR4406742_k141_5381:16737-17594	224	202	858	0	99.65%	100%
ERR4406743_k141_3260:16737-17594	224	202	858	0	99.65%	100%
ERR4406744_k141_2802:16737-17594	224	202	858	0	99.65%	100%
ERR4406747_k141_7507:15050-15907	224	202	858	0	99.65%	100%
ERR4406750_k141_1793:16737-17594	224	202	858	0	99.65%	100%
ERR4406751_k141_6379:16737-17594	224	202	858	0	99.65%	100%
ERR4406959_k141_3157:152-1009	224	202	858	0	99.77%	100%
ERR4407015_k141_1859:13056-13913	224	202	858	0	99.77%	100%
ERR4407038_k141_535:16674-17531	224	202	858	0	99.77%	100%
ERR4407039_k141_1806:16673-17530	224	202	858	0	99.77%	100%
ERR4407116_k141_4885:3369-4226	224	202	858	0	99.65%	100%
ERR4407184_k141_1932:1133-1990	224	202	858	0	99.18%	100%
ERR4407199_k141_775:3942-4799	224	202	858	0	99.65%	100%
S_ID003_T1_k141_1231:2236-3093	224	202	858	0	99.77%	100%
S_ID030_T1_k141_1898:2236-3093	224	202	858	0	99.77%	100%
S_ID030_T4_k141_1504:2236-3093	224	202	858	0	99.77%	100%
S_ID032_T5_k141_1363:3560-4417	224	202	858	0	99.77%	100%
S_ID033_T2_k141_7859:2236-3093	224	202	858	0	99.77%	100%
S_ID033_T3_k141_4767:2236-3093	224	202	858	0	99.77%	100%
S_ID034_T1_k141_196:2237-3094	224	202	858	0	99.77%	100%
S_ID036_T2_k141_5152:2236-3093	224	202	858	0	99.77%	100%
S_ID039_T4_k141_6423:2236-3093	224	202	858	0	99.77%	100%
S_ID040_T3_k141_6692:2236-3093	224	202	858	0	99.77%	100%
S_ID042_T2_k141_12648:2236-3093	224	202	858	0	99.77%	100%
S_ID054_T3_k141_4681:292-1149	224	202	858	0	99.53%	100%
S_ID055_T3_k141_1373:2236-3093	224	202	858	0	99.77%	100%
S_ID060_T2_k141_1123:724-1581	224	202	858	0	99.77%	100%
S_ID060_T3_k141_5585:2236-3093	224	202	858	0	99.77%	100%
S_ID065_T2_k141_7306:2236-3093	224	202	858	0	99.77%	100%
S_ID073_T3_k141_3441:2194-3051	224	202	858	0	99.53%	100%
S_ID084_T2_k141_10164:576-1433	224	202	858	0	100.00%	100%
S_ID085_T1_k141_10145:2236-3093	224	202	858	0	99.77%	100%
S_ID085_T2_k141_8388:500-1357	224	202	858	0	99.77%	100%
S_ID093_T3_k141_753:7434-8291	224	202	858	0	99.53%	100%
SRR13622554_k141_71358:4336-5193	224	202	858	0	99.77%	100%
SRR13622591_k141_984:43858-44715	224	202	858	0	99.77%	100%
SRR13622594_k141_2130:43858-44715	224	202	858	0	99.77%	100%
SRR13622595_k141_522:43858-44715	224	202	858	0	99.77%	100%
SRR13622596_k141_295:43858-44715	224	202	858	0	99.77%	100%
SRR13622598_k141_2167:1138-1995	224	202	858	0	99.77%	100%
SRR13622800_k141_3719:1259-2116	224	202	858	0	99.77%	100%
SRR13622804_k141_1113:1259-2116	224	202	858	0	99.77%	100%
SRR13622881_k141_6077:718-1575	224	202	858	0	99.77%	100%
SRR13622883_k141_7295:718-1575	224	202	858	0	99.77%	100%
SRR13622885_k141_460:718-1575	224	202	858	0	99.77%	100%
SRR13622886_k141_1666:718-1575	224	202	858	0	99.77%	100%
SRR13622887_k141_276:718-1575	224	202	858	0	99.77%	100%
SRR13622888_k141_4897:718-1575	224	202	858	0	99.77%	100%
SRR13622890_k141_130:718-1575	224	202	858	0	99.77%	100%
SRR13622891_k141_949:718-1575	224	202	858	0	99.77%	100%
SRR13622930_k141_8629:6071-6928	224	202	858	0	99.77%	100%
SRR13774483_k141_121:10166-11023	224	202	858	0	99.77%	100%
SRR13774488_k141_91:4086-4943	224	202	858	0	99.77%	100%
SRR13774489_k141_5530:4086-4943	224	202	858	0	99.77%	100%
SRR13774490_k141_168:4086-4943	224	202	858	0	99.77%	100%
SRR13774542_k141_1454:180-1037	224	202	858	0	99.77%	100%
SRR17721995_k141_137:6916-7773	224	202	858	0	99.77%	100%
SRR17721996_k141_104:6916-7773	224	202	858	0	99.77%	100%
SRR17721997_k141_58:6916-7773	224	202	858	0	99.77%	100%
SRR17721998_k141_305:6916-7773	224	202	858	0	99.77%	100%
SRR17722000_k141_65:6916-7773	224	202	858	0	99.77%	100%
SRR17722001_k141_113:6916-7773	224	202	858	0	99.77%	100%
SRR17722003_k141_330:6916-7773	224	202	858	0	99.77%	100%
SRR17722004_k141_110:6916-7773	224	202	858	0	99.77%	100%
SRR17722183_k141_433:371-1228	224	202	858	0	99.77%	100%
SRR17722284_k141_711:3063-3920	224	202	858	0	99.77%	100%
SRR17722341_k141_38:6916-7773	224	202	858	0	99.77%	100%
SRR17722342_k141_2192:6916-7773	224	202	858	0	99.77%	100%
SRR17722343_k141_418:6916-7773	224	202	858	0	99.77%	100%
SRR17722344_k141_278:6916-7773	224	202	858	0	99.77%	100%
SRR17722357_k141_2916:9537-10394	224	202	858	0	99.53%	100%
SRR17722358_k141_2409:9537-10394	224	202	858	0	99.53%	100%
SRR17722361_k141_1760:9537-10394	224	202	858	0	99.53%	100%
SRR17722362_k141_594:1367-2224	224	202	858	0	99.53%	100%
SRR17722363_k141_1372:9537-10394	224	202	858	0	99.53%	100%
SRR17722375_k141_3603:9537-10394	224	202	858	0	99.53%	100%
SRR17722378_k141_5105:1943-2800	224	202	858	0	99.77%	100%
SRR17722379_k141_1086:1943-2800	224	202	858	0	99.77%	100%
SRR17722380_k141_7108:1943-2800	224	202	858	0	99.77%	100%
SRR17722382_k141_4522:1943-2800	224	202	858	0	99.77%	100%
SRR17722385_k141_7058:1943-2800	224	202	858	0	99.77%	100%
SRR17722386_k141_7400:1943-2800	224	202	858	0	99.77%	100%
SRR17722387_k141_10244:1943-2800	224	202	858	0	99.77%	100%
SRR17722389_k141_5448:1943-2800	224	202	858	0	99.77%	100%
SRR17722391_k141_423:1943-2800	224	202	858	0	99.77%	100%
SRR17722392_k141_8370:1943-2800	224	202	858	0	99.77%	100%
SRR17722393_k141_401:1943-2800	224	202	858	0	99.77%	100%
SRR17722396_k141_1371:1943-2800	224	202	858	0	99.77%	100%
SRR17722397_k141_6937:1943-2800	224	202	858	0	99.77%	100%
SRR17722398_k141_6265:1943-2800	224	202	858	0	99.77%	100%
SRR17722399_k141_5973:1943-2800	224	202	858	0	99.77%	100%
SRR17722400_k141_8541:1943-2800	224	202	858	0	99.77%	100%
SRR17722402_k141_8528:1943-2800	224	202	858	0	99.77%	100%
SRR17722403_k141_3789:1943-2800	224	202	858	0	99.77%	100%
SRR17722404_k141_3204:1943-2800	224	202	858	0	99.77%	100%
SRR17722570_k141_616:13174-14031	224	202	858	0	99.77%	100%
